"Data Source","World Development Indicators",

"Last Updated Date","2015-11-12",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Central African Republic","CAF","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.94377049","12.8735846","9.15702114","6.6943214","9.07969672","12.9269112","14.10413235","12.69148249","16.50784197","13.50254465","12.88426933","13.83540329","17.1210364","14.73515301","8.98628479","9.97843738","12.36930961","11.42229339","15.89711134","","",
"Canada","CAN","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.22682421","13.34964156","13.86641358","14.32255007","14.61350589","15.0654737","15.46715102","16.11999122","16.63628623","17.23624239","17.50047136","17.55359975","17.7954101","17.95426179","18.06393417","18.17888481","18.39869871","18.46233734","18.46233734","","",
"Central Europe and the Baltics","CEB","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8645583440748","11.2705638663691","11.7533647702163","11.7286976126456","11.8526044698224","11.6369296398199","11.8127417868082","12.150671839807","12.1388760907861","12.0989273655001","11.9800061409114","12.0723142093802","","","",
"Switzerland","CHE","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.38371923","15.02085716","15.05776535","15.18420891","15.87734671","15.43131805","16.80763222","16.58069165","17.55562109","17.83014679","18.34569302","18.47676272","18.80946543","20.89382639","21.11790523","21.02911493","21.46315273","22.0784172","22.0784172","","",
"Channel Islands","CHI","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0874491","9.91786781","9.95491772","10.13120987","9.81696969","10.97900236","12.87618221","12.32248378","11.89820694","12.5677601","12.44009122","13.33730953","14.95071573","14.61372436","14.92439036","15.01269993","14.51862496","14.92702772","15.34822295","","",
"China","CHN","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.21840071","14.56481135","13.93464631","12.94526679","11.74015465","10.86172646","9.33916627","9.40812401","9.67605086","10.11798761","9.8942007","9.89962825","10.91103395","11.59934727","12.06977516","12.07416014","12.45519932","12.51610722","12.62897347","","",
"Cote d'Ivoire","CIV","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.83274145","8.31196595","9.17110786","9.02382101","9.01286826","10.03101834","8.04103402","7.61619558","7.38911818","7.72954766","6.99114132","7.65879086","7.53564557","7.47907297","8.48701216","8.22452331","8.85681266","8.11361054","8.51134612","","",
"Cameroon","CMR","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.10420167","5.92806337","6.57346869","4.85509402","5.02898371","6.08776267","6.78618977","7.94243133","8.20485266","7.07308043","7.66839369","7.40600879","6.76807564","5.57404755","7.33615431","8.53335928","8.53335928","8.53335928","8.53335928","","",
"Congo, Rep.","COG","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.71659061","5.78783894","5.07018094","5.17732137","5.3423389","4.7927365","4.23145959","3.6399372","4.36428882","5.12516855","6.18350296","5.46004559","5.30908802","5.23692975","4.62370304","6.46768627","7.58731932","8.70635969","8.70635969","","",
"Colombia","COL","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.20967816","20.36290815","22.12822196","22.68503254","20.99568948","19.30496348","16.8816462","16.71941133","18.59795763","15.37872082","15.70598093","16.43640547","16.69975205","18.00168276","18.29034678","18.10473909","20.15097547","18.53029573","16.05451801","","",
"Comoros","COM","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.17902244","8.13780008","8.84923122","8.59467993","10.5302858","9.32021687","4.98115975","6.79407552","8.28115158","10.16567945","11.24700908","11.88425187","12.48696686","11.7333506","7.32344649","6.15457298","7.19253261","9.94122903","7.55422897","","",
"Cabo Verde","CPV","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2175556","8.27780082","9.11186673","10.56616021","9.33132361","9.89115923","11.88166327","11.301326","11.81650124","12.14569202","10.35167811","11.2862542","11.10103267","9.90530936","9.86532571","8.69984884","10.03432099","10.01077194","10.01077194","","",
"Costa Rica","CRI","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.85702467","21.70893728","21.13937274","25.16653588","23.8016841","24.05233471","21.28592972","23.67982145","24.26145651","23.5725426","21.34630336","22.05601594","24.6336161","26.08989871","30.60737344","28.9922897","28.06735808","27.71462182","26.89174326","","",
"Caribbean small states","CSS","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.09597209281745","8.38401375345314","7.99508500206593","7.63333364137786","8.6938763797258","9.32011902832759","8.82695606354526","9.6498083214633","","","","","",
"Cuba","CUB","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.02375263","9.28708003","9.99004944","10.29728136","11.06842754","10.80359778","11.39178682","11.1846544","10.89011083","10.32043238","11.66870425","11.20669737","14.48242925","13.17875649","14.93340098","13.8676483","15.0994241","11.54663288","13.40126156","","",
"Curacao","CUW","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.08119822","5.01615201","5.34497079","6.37641749","6.51166706","6.48267796","6.45222253","6.88569557","6.91818462","6.63321597","6.17487152","6.25681086","6.23771093","6.76700332","7.16034795","7.50554387","7.66366043","7.52814296","7.52814296","","",
"Czech Republic","CZE","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.47697152","13.94921834","13.57456703","13.51058319","13.60524051","13.69261717","13.13185516","13.48702825","12.80949567","14.22047431","14.07687251","13.83319449","13.53960082","13.67951198","14.70344883","14.2311465","14.62935127","14.2488686","14.2488686","","",
"Germany","DEU","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.00872738","17.41139763","17.16948197","17.1338365","17.15273602","18.33434413","17.49875097","17.68069019","17.68304635","17.39831656","17.65499066","17.92364361","18.38960597","18.56280836","18.69411221","18.52863591","19.05247529","19.34334321","19.42205653","","",
"Djibouti","DJI","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.22406084","6.72200795","7.81325411","10.35987317","13.22626086","11.965921","11.84238509","10.70104727","11.47966709","12.26931177","13.41162991","12.5758477","14.13973888","14.13973888","14.13973888","14.13973888","14.13973888","14.13973888","14.13973888","","",
"Dominica","DMA","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8708452","10.68797142","10.7606679","8.95338067","8.44832442","6.64010624","8.50099178","9.09366475","7.89473684","8.21818678","7.94239874","10.66995056","8.24480939","8.68422268","9.89780516","10.50294927","12.25885498","10.37296612","11.62119367","","",
"Denmark","DNK","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.31097743","11.48807908","11.83157532","11.88440245","13.54537598","13.59251121","14.13653364","14.44735121","14.60026059","14.94499477","15.63456979","16.28283846","16.59071461","16.73300024","16.79450644","16.33999471","16.05835546","15.85160725","15.85160725","","",
"Dominican Republic","DOM","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.68866948","10.97481023","11.81511258","13.82197299","14.09232408","15.86384742","11.88552589","12.15000091","12.34643755","7.53830214","7.86686383","9.0205522","8.74635248","8.46770083","9.47530419","10.08122102","11.62089332","14.27757253","14.05920307","","",
"Algeria","DZA","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.52112843","8.57530023","8.24929802","8.10682491","7.98116979","8.79335148","8.53556126","8.37185157","8.50323435","8.48441296","8.19110067","7.80450045","8.14056074","8.07079154","8.579502","8.85982977","8.9773485","9.75343427","9.43434744","","",
"East Asia & Pacific (developing only)","EAP","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (all income levels)","EAS","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (developing only)","ECA","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5996019357891","11.2506728445475","11.4168723272389","11.4676759897899","11.124772982824","","","",
"Europe & Central Asia (all income levels)","ECS","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6794239299021","14.8017411047304","14.9665584844146","15.2594842120835","15.4314153654154","15.3771360236304","15.2681398138084","15.3536959798945","15.2078059367312","15.3783775582314","15.0792716481077","","","",
"Ecuador","ECU","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.62004569","11.06838831","10.42084117","9.28667153","9.81938126","6.39855957","8.48281328","8.56798436","7.54226804","5.88163106","5.62966134","5.07020691","5.44680851","4.62728952","6.66896324","6.85373882","6.39137682","7.07232729","8.52060951","","",
"Egypt, Arab Rep.","EGY","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.33700026","5.45532654","6.28012831","8.07228847","7.20152933","7.33763103","7.69523399","6.72147783","6.09653666","5.93138736","6.05417917","6.06019955","5.80690733","5.63595284","5.95168047","5.60110773","6.26039109","5.84753347","5.54873472","","",
"Euro area","EMU","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0646638463111","13.7045046616379","13.845333044805","13.995847916467","14.1792463710261","14.8112269593498","14.7172373963769","14.962810315649","15.0691608274228","15.2200169942658","15.6029849681454","15.9015457145629","15.9181105826466","16.0267634288769","15.9946960487352","15.908172734155","16.0911033532506","15.982426304023","","","",
"Eritrea","ERI","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.98507463","2.20426157","3.42184906","2.40851688","2.05079173","2.61121857","2.59625963","3.22580645","2.97142857","3.56603774","1.83168317","3.55612493","3.5952381","3.5952381","3.5952381","3.5952381","3.5952381","3.5952381","3.5952381","","",
"Spain","ESP","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.09207963","12.49826575","12.76650671","12.86861456","13.20488336","13.18408581","13.33638296","13.28496019","14.90954183","14.90602821","15.28758032","15.65970024","15.57658987","15.73185313","15.58097486","15.49065234","15.15381006","13.9477873","13.9477873","","",
"Estonia","EST","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.74489432","14.72689172","14.75448673","12.23769075","11.29997242","11.29553753","10.97411531","10.44912593","10.84898495","11.41696589","11.46589134","10.93664016","11.4768506","11.88166046","11.66063118","12.31235074","12.30300764","11.74343454","11.74343454","","",
"Ethiopia","ETH","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.97462124","7.01380155","7.28993711","7.67231419","6.92107756","9.35782201","9.74012739","9.71818182","9.22731707","10.11121951","11.16303621","11.45152831","12.51852694","11.85051895","13.87357945","14.49510991","16.42586097","16.42586097","16.42586097","","",
"European Union","EUU","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9304922681001","13.5278461891952","13.589545812425","13.782858394528","14.0841320265607","14.7241699717857","14.4451791861285","14.6853864891669","14.8079697309977","14.9887429303917","15.2963260485981","15.5487834582784","15.5741946412463","15.5991274568439","15.7303328689818","15.6306758021817","15.7938654185143","15.743411106046","","","",
"Fragile and conflict affected situations","FCS","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Health expenditure, public (% of government expenditure)","SH.XPD.PUBL.GX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.14623739","9.57563856","9.83598934","10.06261781","10.18654261","10.64226188","11.14390136","11.54843063","11.79420116","11.98071265","12.35777612","12.69602144","12.62370701","12.57542677","12.22144016","11.95312911","12.10352026","12.02087993","12.10328514","","",
