"Data Source","World Development Indicators",

"Last Updated Date","2015-11-12",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Belgium","BEL","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.61132513","7.91027712","7.76548243","7.88649843","8.07696011","8.12059728","8.29205205","8.46176755","9.6473704","9.67511494","9.64719859","9.58087698","9.62370552","9.94279649","10.6547246","10.55767373","10.61066979","10.89437922","11.18613504","","",
"Benin","BEN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69268216","4.58649677","4.31179803","4.38570981","4.58684538","4.33873071","4.68672761","4.27443185","4.63066141","4.56185469","4.73384847","4.75046608","4.55045989","4.19557811","4.42131752","4.68986697","4.91957996","4.96568358","4.55973765","","",
"Burkina Faso","BFA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3020645","4.5185307","4.53355274","4.68279738","5.26499091","5.13142499","4.93974364","5.01066447","5.52342011","6.11149319","6.87428915","7.36714503","7.65176196","6.78390714","7.42401067","7.15984382","6.43375135","6.13597067","6.40730513","","",
"Bangladesh","BGD","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.51985277","3.45994251","2.56535714","2.55280633","2.57304261","2.63507469","2.83809591","2.98271602","2.90868557","3.01076573","3.08433075","3.24425423","3.25702272","3.27840887","3.33638909","3.51898097","3.62765503","3.54078685","3.72747769","","",
"Bulgaria","BGR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24923112","5.2","5.28038986","5.23019176","5.97382083","6.18446131","7.37359772","7.58273876","7.58101299","7.31335439","7.30680374","6.89356566","6.81355363","6.9741078","7.22684188","7.58041843","7.35314408","7.42002923","7.62626857","","",
"Bahrain","BHR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17086358","4.088809","4.41781354","4.31762161","4.18888166","3.50894526","3.79529569","3.89411557","3.73970832","3.9396615","3.7446223","3.59210794","3.61958389","4.09903913","4.49352437","4.26494156","3.83254215","4.44409743","4.87498808","","",
"Bahamas, The","BHS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8503937","6.91604323","5.55011883","5.58609619","5.23029011","5.20817529","5.14618628","5.25568411","5.6180021","6.02453452","5.95416502","6.93251788","7.07559268","7.3029743","7.4319201","7.41195275","7.63004681","7.32309635","7.26347831","","",
"Bosnia and Herzegovina","BIH","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.96587612","10.22733668","7.97893258","7.99751529","8.89631094","7.1391537","7.24244963","7.07111592","7.99144171","9.0438333","8.71078832","8.51994508","8.55332087","8.76122254","9.82851971","9.75850149","9.87784245","10.1170436","9.62599669","","",
"Belarus","BLR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.74025354","6.23562466","6.59252515","5.95665774","6.16338326","6.12884845","6.62474592","6.47012421","6.58928033","6.58678934","6.88634578","6.33679836","6.43772648","5.94918911","6.08504168","5.55420409","4.92365904","5.00822363","6.06795585","","",
"Belize","BLZ","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.24572927","3.63095929","3.91983495","3.7958251","3.66661215","3.97584438","4.50211685","4.37894298","4.53252298","4.39215195","4.4523771","4.4003128","4.7603524","5.09051303","5.79388813","5.84005216","5.59771286","5.34689984","5.42826329","","",
"Bermuda","BMU","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.46997796","4.62820984","4.42171318","5.10001351","6.19650543","6.07566266","6.31154371","6.52937179","5.57003585","5.33621631","5.57983253","4.79771748","4.69560083","4.93074356","5.76479721","5.46985961","4.97586477","5.7748552","6.0650518","","",
"Brazil","BRA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65233539","6.84886222","6.80873175","6.73858034","7.0868891","7.16416105","7.26895808","7.19452275","7.02514253","7.13057282","8.36133828","8.49788751","8.45697079","8.44263776","8.88610991","9.00821164","9.17399884","9.52283808","9.67087495","","",
"Barbados","BRB","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.21222112","5.06553288","5.10668175","4.8775902","5.01105957","5.15515307","5.47182997","5.76189211","5.81503159","5.71254394","5.3776854","5.26188481","5.67998648","6.08574949","6.22661892","6.18540974","6.48569109","6.76495417","6.78083538","","",
"Brunei Darussalam","BRN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.94670073","3.70512633","3.71657997","4.4339233","4.09413877","3.00454621","3.1787238","3.11739947","3.10014097","3.01491426","2.5909625","2.22224399","2.29884374","2.21212225","2.81601903","2.73318412","2.24589933","2.30069058","2.52461127","","",
"Bhutan","BTN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.83730574","6.16432645","7.16420582","7.04393163","6.74038946","6.71818748","6.18539493","7.88377977","5.05864446","4.40750008","5.28016742","5.26855265","5.87931199","6.2920885","5.58170816","5.17305548","4.75338464","3.60648358","3.59228288","","",
"Botswana","BWA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.18872279","4.14933234","4.41406895","3.96278226","3.84731459","4.73767285","5.17403946","5.7210222","4.30510913","4.94125344","5.62370393","4.92954437","4.71308553","5.34315601","6.14250169","5.64268375","5.24915726","5.53536324","5.42946713","","",
"Central African Republic","CAF","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88625425","3.98468748","3.90577687","3.7668952","4.12340104","4.283569","3.98545859","4.2057845","4.36058735","4.13592335","4.3534172","4.03481925","4.30854421","4.30491314","3.57683853","3.89138103","3.79407716","3.75905101","3.91753254","","",
"Canada","CAN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.86134865","8.63665607","8.60408836","8.82742109","8.72990972","8.66856152","9.09586934","9.36996101","9.54031488","9.55593921","9.57259886","9.71744281","9.79382663","9.98856148","11.12263099","11.11280749","10.93981888","10.9285189","10.86069579","","",
"Central Europe and the Baltics","CEB","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92664417344769","6.07342728103002","5.89825045379065","6.02003059538043","6.10929099437226","5.99696682223855","6.18209014906409","6.48840586348331","6.74179873468093","6.72389485152945","6.72664651950031","6.60277324050858","6.58683539556206","6.89000013837237","7.43367382902105","7.29488995231461","7.0790450978436","7.03776946804958","6.90518200553303","","",
"Switzerland","CHE","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.33430876","9.71518225","9.66982081","9.84654133","10.00292831","9.90805006","10.28167365","10.60657121","10.93391272","10.96120253","10.86294166","10.38772221","10.2098566","10.28895091","11.00053886","10.91300717","11.05397197","11.43039811","11.46621413","","",
"Channel Islands","CHI","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.01468026","6.45198701","6.69966386","7.15522614","7.2704932","7.21734986","7.68478782","7.56798249","7.40048618","6.9928572","6.74336436","6.22187128","6.39646977","6.90646865","7.40405693","7.05173745","7.11656053","7.32119863","7.73083228","","",
"China","CHN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54497552","3.80661864","4.04785992","4.35857139","4.51342567","4.62293725","4.58339533","4.81168835","4.84756578","4.74754122","4.68261231","4.55047783","4.35422169","4.62859791","5.1457217","4.97627728","5.14599544","5.41301608","5.56750228","","",
"Cote d'Ivoire","CIV","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.39412441","6.79073088","7.14471894","7.32319016","6.46581298","6.20720178","5.12595837","4.76303921","5.18618563","5.61557488","5.69223303","6.06019727","6.48820077","6.39158851","6.75752311","6.86563199","6.69108677","6.46815249","5.7030371","","",
"Cameroon","CMR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86124335","5.16753583","4.6446831","4.42319","4.4340098","4.44519015","4.66638113","4.82878597","4.92535467","4.63286837","4.87616046","4.77436657","4.70890098","4.98223077","5.10721625","5.25531063","5.32933708","5.00631356","5.10627758","","",
"Congo, Rep.","COG","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16306069","2.86291491","3.09868108","3.73837716","3.06500203","2.12504959","2.43633674","2.45276459","2.61050747","2.55529589","2.42171832","2.3727083","2.53770363","2.08514176","2.26558576","2.29284845","2.79015169","3.97540746","4.12071865","","",
"Colombia","COL","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.75685008","8.16065798","8.95554088","8.72644583","8.67189032","5.90658559","5.96000372","5.66898945","5.92269295","5.37077635","5.8158369","6.11170444","6.25336641","6.61993576","7.01240695","6.75752472","6.53834333","6.82500642","6.81192426","","",
"Comoros","COM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.54951605","4.41521137","4.42233829","3.97575356","3.79801102","3.48074513","2.83078617","3.39668004","3.61135891","3.96101494","4.28472492","4.58896037","4.9171413","5.17397026","3.81382106","5.47079561","5.85640493","6.53624906","5.75730602","","",
"Cabo Verde","CPV","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.28728442","4.82373976","4.73245519","5.23817847","4.64854913","4.81197137","5.18842561","5.17292778","4.99736722","5.06127652","4.85837167","5.11488034","4.30181632","3.96261016","4.24249163","4.84668288","4.6030394","4.59506368","4.35316076","","",
"Costa Rica","CRI","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.51231532","6.65078699","6.35054774","7.10119305","6.83088785","7.07774692","7.11474875","8.03035758","8.09232425","7.79839004","7.73973795","7.8231858","8.36985934","9.00515369","9.68658882","9.65747228","10.16272219","10.0860266","9.86872896","","",
"Caribbean small states","CSS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.00407628405792","5.13804009246068","5.31818170082848","4.96106737653863","4.82250384834082","5.03361619944077","5.04228014789818","5.15120205079098","5.1667115005756","5.30338402040628","5.10924356312918","4.98034360276758","5.31145322220187","5.32577683669542","6.12073191656763","5.77397647343407","5.69857862056617","5.9666071114213","5.91756471650595","","",
"Cuba","CUB","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.15194347","5.2563626","5.49944414","5.76999293","6.00381452","6.0657218","6.27017609","6.49530818","6.31477793","6.13763913","8.08058306","7.67119625","10.41968483","10.79334276","11.74384138","10.56363666","10.59693434","8.59069933","8.81077357","","",
"Curacao","CUW","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73555051","5.20546815","5.53045023","5.58342922","5.59747051","5.76878621","5.78263528","6.1236131","6.83046446","6.41800628","6.3690867","6.27810151","6.05253416","6.89217292","7.40220132","7.27645639","7.57809598","7.40050902","7.43582184","","",
"Czech Republic","CZE","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6939823","6.4112513","6.40105384","6.41802925","6.34893158","6.3137627","6.42218815","6.79738284","7.13181711","6.90346858","6.9339435","6.69370287","6.52233886","6.81889551","7.84539499","7.43189906","7.50106057","7.54794164","7.2439673","","",
"Germany","DEU","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.11365972","10.42021333","10.26680958","10.29407562","10.3620138","10.39516484","10.50421048","10.7243223","10.91911525","10.66885276","10.80880237","10.63732227","10.47696109","10.70409896","11.75385393","11.55671343","11.24889843","11.26751425","11.29719462","","",
"Djibouti","DJI","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95089843","3.97202354","4.598152","5.45433438","6.21828206","5.75373964","5.37254273","5.44853384","6.2210856","6.7637107","7.21478463","7.05121762","7.72082465","8.0453689","8.28934296","8.779193","8.6833958","8.80577929","8.87270636","","",
"Dominica","DMA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.82690307","5.87197501","5.99331397","5.74283957","5.77993598","4.84230859","4.78622963","4.86702846","4.71562554","4.41253674","4.70434048","4.72646158","4.85485217","4.7139324","5.36096865","5.89868441","5.85336558","5.77010278","5.95064277","","",
"Denmark","DNK","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.12529118","8.21149933","8.15091135","8.15613412","8.95363968","8.69908954","9.10017962","9.33288751","9.50939145","9.67486939","9.7699606","9.92431629","9.98729401","10.18303034","11.47219769","11.08183797","10.86554526","10.98381913","10.62326455","","",
"Dominican Republic","DOM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.52571928","5.33794802","5.65270044","5.83509497","5.92808309","6.34841267","6.19648422","6.30329342","5.80428522","4.49015925","4.48586375","4.54726959","4.40278892","4.48919363","4.69487467","4.65816046","4.88070175","5.41522284","5.39847434","","",
"Algeria","DZA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.70152453","3.34906968","3.59465773","3.59408178","3.43391495","3.48902094","3.83786516","3.73006375","3.60102674","3.54406326","3.23516801","3.35511843","3.82141191","4.20191141","5.17626836","4.82425417","5.13638161","6.00727769","6.63502639","","",
"East Asia & Pacific (developing only)","EAP","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.27619801934972","3.48304516088194","3.66094169277312","4.03935518327442","4.09619890740386","4.1318061932489","4.1846180928187","4.34110420797357","4.43241913020431","4.35230577756268","4.36446705819871","4.29289260615315","4.18410994828901","4.38704806121118","4.85966155181812","4.69507823466862","4.84492401713183","5.09317436258205","5.25512193118782","","",
"East Asia & Pacific (all income levels)","EAS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.97355840620803","5.98299998358422","5.93299870816485","6.26037731860535","6.44882701075238","6.54304327823815","6.60304150339298","6.57538015762137","6.68475369849202","6.65006588764177","6.66654890270809","6.51501654889536","6.32761592003895","6.50929345714283","7.06667620732965","6.92186355940848","7.05420574149533","7.1719206051761","6.98008200561094","","",
"Europe & Central Asia (developing only)","ECA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.63518801855744","4.77285964265897","5.15597156533208","4.46958121335247","5.10431262471543","5.11330639844265","5.35521716516826","5.60229695703254","5.77482978029418","5.77215142891859","5.79255009033677","5.83799956344815","5.90752959185984","5.96645570205819","6.22943686527954","5.96548331047468","5.63793838322788","5.73629789304022","5.86010345256154","","",
"Europe & Central Asia (all income levels)","ECS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.39970348597589","8.47529576141004","8.35709282144838","8.32912282039394","8.4516205698374","8.36867421823876","8.57469875488113","8.8179047522378","9.0667013999065","9.03385294177614","9.09151717603114","8.99256930142162","8.8895354907109","9.14851919748423","10.0204335812482","9.75292820879442","9.55183860013572","9.52408078019756","9.5157677968585","","",
"Ecuador","ECU","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.39863636","3.71419182","3.69999","3.56722639","4.01572046","3.61085999","4.01380243","4.61404096","5.32851575","5.11331279","4.87117942","4.940617","5.10572138","4.96152529","5.59019673","5.99912058","6.03398958","6.65796833","7.53599946","","",
"Egypt, Arab Rep.","EGY","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86418241","4.25715076","4.96991601","5.0650978","5.33757945","5.42914929","5.78176026","6.13434316","5.61673009","5.26733089","5.12791196","5.23434433","4.94507252","4.81047285","4.98278678","4.75061469","4.89509358","4.8936307","5.06063766","","",
"Euro area","EMU","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.07973964338714","9.15934672530598","9.06005013304844","9.04688146651765","9.09115290145776","9.08618620565729","9.22534351511123","9.43446384236128","9.71731587449839","9.7517466667177","9.92142426368955","9.85300635211945","9.74202137036066","10.0310350408619","10.799370185536","10.7243740700914","10.5650040825455","10.6159130352024","10.6170227146868","","",
"Eritrea","ERI","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51436758","3.651953","4.19876947","4.29289972","4.66727129","4.05952853","3.58447729","3.70333498","3.22922249","2.94943156","2.82574579","3.22647448","3.29157461","3.68846683","3.30193937","3.24031896","3.06088999","2.97750581","3.03567373","","",
"Spain","ESP","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.44459249","7.46292626","7.33387603","7.3192794","7.31629197","7.21475551","7.24157355","7.25041058","8.15391839","8.21889312","8.28827138","8.39068859","8.48884261","8.92564845","9.59745492","9.64808409","9.44472008","9.29736713","8.87925999","","",
"Estonia","EST","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.31814012","6.57390761","6.1883056","5.55535904","5.8559858","5.28161198","4.8538203","4.84408321","4.9186773","5.1319825","5.01934042","5.01483254","5.15908495","6.05608564","6.93238584","6.24878202","5.83204248","5.87202242","5.72360519","","",
"Ethiopia","ETH","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.01155776","2.97297947","3.26072147","3.80433515","4.02973209","4.44562415","4.34232683","4.81760403","4.72187292","4.31342078","4.28028864","4.55015838","4.77795632","4.36045004","4.44190292","4.94976724","5.23385741","4.89561068","5.06266857","","",
"European Union","EUU","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.61165569116115","8.67281672321929","8.48774417888016","8.48090293450674","8.57404350409248","8.5461826879084","8.7342517769863","8.96779306334097","9.25372620488275","9.283032230137","9.42895273469593","9.38465232131025","9.30216165734406","9.61403876782496","10.4240716331376","10.2742717596837","10.1150778162928","10.1480746588549","10.1144330665468","","",
